STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HX01,HX01_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LX01,LX01_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USW00003822,1974,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",116,0,73,0,11,0,0,,0,0,0," ,0,1231,+",0," ,0,1231,+",84.6," ,0,0512, ",1065.5," ,0",0," ,0",1239.5,,1239.5,0,0,0,15,0,0,0,285,0,43,0,-6.1,"0,0227, ",35.0,"0,0730, ",-0.6,"0,1128",-2.2,"0,1204",,,,,,,-1.1,"0,0228",-6.1,"0,0227",-6.1,"0,0227",,,,,725.2,2,725.2,0,19.59,0,25.61,0,13.56,0,183," ",77," ",37654,0,,,49," ",,,,,,,,,,,,,13.71,0,,,25.9,0,57.5,X,153792,X,,,,,,,270,X,270,X,,,,,,,24.2,X,17.4,X
USW00003822,1975,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",125,0,74,0,14,0,0,,0,0,0," ,0,1231,+",0," ,0,1231,+",88.9," ,0,0414, ",1300.4," ,0",0," ,0",1397.7,,1397.7,0,0,0,21,0,0,0,281,0,50,0,-7.2,"0,1219, ",35.0,"0,0824,+",-1.7,"0,1115",-2.2,"0,1211",-7.2,"0,1219",-7.2,"0,1219",,,-2.2,"0,0304",-2.2,"0,0304",,,,,,,871.9,9,871.9,0,19.74,0,25.42,0,14.06,0,198," ",80," ",37908,0,,,51," ",,,,,,,,,,,,,13.67,0,,,25.28,0,55.0,X,147672,X,,,,,,,270,X,270,X,,,,,,,26.7,X,16.1,X
USW00003822,1976,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",112,0,80,0,11,0,0,,0,0,0," ,0,1231,+",0,"T,0,0117, ",142.7," ,0,0430, ",1619.5," ,0",0,"T,0",1058.5,,1058.5,0,0,0,33,0,0,0,251,0,38,0,-6.7,"0,0119, ",36.1,"0,0716, ",-1.1,"0,1029",-3.3,"0,1109",-5.6,"0,1222",,,,,-0.6,"0,0210",-2.8,"0,0208",-5.0,"0,0120",-6.7,"0,0119",,,995.2,2,995.2,0,17.98,0,23.79,0,12.17,0,169," ",62," ",,,,,36," ",,,,,,,,,,,,,,,,,,,61.2,X,162786,X,,,,,,,315,X,270,X,,,,,,,24.2,X,18.8,X
USW00003822,1977,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",119,0,74,0,14,0,0,,1,0,0,"T,0,0131,+",33," ,0,0131, ",74.2," ,0,0824, ",1063.8," ,0",51," ,0",1440.0,,1440.0,0,0,0,46,0,2,0,264,0,85,0,-8.9,"0,0119,+",39.4,"0,0722, ",0.0,"0,1113",-3.3,"0,1208",-4.4,"0,1227",,,,,0.0,"0,0222",-3.3,"0,0210",-5.0,"0,0201",-6.7,"0,0120",-8.9,"0,0119",1378.8,8,1378.8,0,18.95,0,24.87,0,13.03,0,168," ",71," ",,,,,42," ",,,,,,,,,,,,,,,,,,,61.4,X,164358,X,,,,,,,270,X,270,X,,,,,,,23.1,X,17.0,X
USW00003822,1978,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",98,0,60,0,9,0,0,,0,0,0," ,0,1231,+",0," ,0,1231,+",51.8," ,0,1224, ",900.0," ,0",0," ,0",1395.3,,1395.3,0,0,0,41,0,0,0,265,0,81,0,-6.7,"0,0111, ",37.2,"0,0630,+",-0.6,"0,1210",-2.2,"0,1215",,,,,,,-1.7,"0,0306",-2.8,"0,0305",-5.0,"0,0223",-6.7,"0,0111",,,1288.6,6,1288.6,0,18.93,0,24.62,0,13.23,0,177," ",53," ",,,,,45," ",,,,,,,,,,,,,,,,,,,56.2,X,151614,X,,,,,,,180,X,270,X,,,,,,,24.7,X,17.9,X
USW00003822,1979,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",127,0,84,0,16,0,0,,0,0,0,"T,0,0219,+",0,"T,0,0218, ",172.5," ,0,0904, ",1573.6," ,0",0,"T,0",1297.8,,1297.8,0,0,0,32,0,0,0,262,0,64,0,-6.7,"0,0103, ",37.2,"0,0704, ",-2.8,"0,1130",-2.8,"0,1130",,,,,,,0.0,"0,0227",-5.0,"0,0219",-5.0,"0,0219",-6.7,"0,0103",,,979.8,8,979.8,0,18.87,0,24.47,0,13.28,0,170," ",53," ",,,,,38," ",,,,,,,,,,,,,,,,,,,58.8,X,156072,X,,,,,,,90,X,90,X,,,,,,,30.3,X,25.9,X
USW00003822,1980,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",106,0,69,0,6,0,0,,0,0,0,"T,0,1227,+",0,"T,0,1227,+",50.0," ,0,0312, ",961.3," ,0",0,"T,0",1415.1,,1415.1,0,0,0,27,0,1,0,243,0,90,0,-6.7,"0,0303, ",40.0,"0,0713, ",0.0,"0,1130",-2.2,"0,1225",,,,,,,-3.3,"0,0304",-3.3,"0,0304",-6.7,"0,0303",-6.7,"0,0303",,,1074.3,3,1074.3,0,18.96,0,24.47,0,13.45,0,177," ",46," ",,,,,29," ",,,,,,,,,,,,,,,,,,,59.2,X,160014,X,,,,,,,45,X,,,,,,,,,21.6,X,,
USW00003822,1981,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",91,0,60,0,12,0,0,,0,0,0," ,0,1231,+",0," ,0,1231,+",117.6," ,0,0807, ",1017.8," ,0",0," ,0",1335.7,,1335.7,0,0,0,38,0,0,0,248,0,78,0,-10.0,"0,0113, ",39.4,"0,0714, ",-0.6,"0,1114",-3.3,"0,1210",-5.6,"0,1211",-7.8,"0,1220",,,0.0,"0,0315",-5.0,"0,0212",-5.0,"0,0212",-10.0,"0,0113",-10.0,"0,0113",1211.7,7,1211.7,0,18.71,0,24.76,0,12.65,0,155," ",56," ",,,,,24," ",,,,,,,,,,,,,,,,,,,63.2,X,167454,X,320,X,,,,,315,X,,,20.6,X,,,,,25.7,X,,
USW00003822,1982,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",130,0,77,0,15,0,0,,0,0,0," ,0,1231,+",0," ,0,1231,+",75.7," ,0,0425, ",1327.6," ,0",0," ,0",1363.7,,1363.7,0,0,0,19,0,1,0,278,0,61,0,-11.1,"0,0111, ",36.7,"0,0704, ",-0.6,"0,1106",,,,,,,,,-0.6,"0,0302",-5.0,"0,0127",-5.0,"0,0127",-7.8,"X,0112",-11.1,"X,0111",1019.9,9,1019.9,0,19.74,0,25.14,0,14.34,0,208," ",62," ",39496,0,,,52," ",,,,,,,,,,,,,,,,,,,51.5,X,138534,X,300,X,,,,,,,,,13.0,X,,,,,,,,
USW00003822,1983,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",108,0,75,0,17,0,0,,0,0,0," ,0,1231,+",0,"T,0,0324,+",80.5," ,0,0423, ",1385.3," ,0",0,"T,0",1314.2,,1314.2,0,0,0,18,0,1,0,245,0,64,0,-12.8,"0,1226, ",39.4,"0,0724, ",0.0,"0,1126",-8.9,"0,1224",-8.9,"0,1224",-8.9,"0,1224",-8.9,"0,1224",0.0,"0,0226",-2.2,"0,0208",,,,,,,1019.0,0,1019.0,0,18.66,0,24.12,0,13.21,0,169," ",40," ",,,,,34," ",,,,,,,,,,,,,,,,,,,60.4,X,163338,X,100,X,,,,,90,X,,,15.6,X,,,,,23.1,X,,
USW00003822,1984,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",98,0,68,0,16,0,0,,0,0,0," ,0,1231,+",0,"T,0,0121,+",70.4," ,0,0306, ",1287.4," ,0",0,"T,0",1331.1,,1331.1,0,0,0,18,0,0,0,271,0,64,0,-6.7,"0,0101, ",38.3,"0,0620, ",0.0,"0,1130",-4.4,"0,1207",-4.4,"0,1207",,,,,-1.1,"0,0301",-3.3,"0,0209",-4.4,"0,0208",-6.7,"0,0101",,,1071.6,6,1071.6,0,19.43,0,25.17,0,13.68,0,179," ",52," ",,,3.0,X,45," ",,,,,,,,,,,,,,,,,,,,,172336,X,220,X,,,,,225,X,,,19.7,X,,,,,30.3,X,,
USW00003822,1985,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",118,0,77,0,5,0,0,,0,0,0," ,0,1231,+",0," ,0,1231,+",91.9," ,0,0607, ",982.1," ,0",0," ,0",1533.5,,1533.5,0,0,0,35,0,1,0,277,0,86,0,-16.1,"0,0121, ",40.0,"0,0602, ",0.0,"0,1207",-3.3,"0,1215",-8.9,"0,1226",-8.9,"0,1226",-8.9,"0,1226",0.0,"0,0218",-2.2,"0,0217",-8.3,"0,0127",-8.3,"0,0127",-16.1,"0,0121",954.4,4,954.4,0,19.77,0,25.57,0,13.97,0,181," ",63," ",,,3.2,X,45," ",,,,,,,,,,,,,,,,,,,,,169053,X,230,X,,,,,180,X,,,17.9,X,,,,,27.8,X,,
USW00003822,1986,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",106,0,70,0,16,0,0,,1,0,0,"T,0,0301,+",28," ,0,0301, ",58.2," ,0,0206, ",1151.6," ,0",36," ,0",1628.4,,1628.4,0,0,0,16,0,0,0,270,0,114,0,-10.6,"0,0128, ",40.6,"0,0720, ",0.0,"0,1207",,,,,,,,,-1.1,"0,0323",-2.2,"0,0302",-10.6,"0,0128",-10.6,"0,0128",-10.6,"0,0128",918.5,5,918.5,0,20.35,0,26.35,0,14.34,0,194," ",70," ",39099,0,3.5,X,36," ",,,,,,,,,,,,,,,,,,,,,168867,X,350,X,,,,,360,X,,,16.5,X,,,,,28.3,X,,
USW00003822,1987,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",109,0,77,0,20,0,0,,0,0,0," ,0,1231,+",0,"T,0,0127, ",91.4," ,0,0831, ",1440.7," ,0",0,"T,0",1393.1,,1393.1,0,0,0,19,0,0,0,249,0,86,0,-3.3,"0,0210, ",37.8,"0,0810, ",-1.1,"0,1112",-2.2,"0,1205",,,,,,,0.0,"0,0401",-3.3,"0,0210",,,,,,,987.3,3,987.3,0,19.19,0,24.92,0,13.45,0,199," ",64," ",41332,0,3.8,X,25," ",,,,,,,,,,,,,12.56,0,,,24.89,0,,,173213,X,150,X,,,,,315,X,,,13.0,X,,,,,26.2,X,,
USW00003822,1988,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",103,0,72,0,15,0,0,,0,0,0,"T,0,0109,+",0,"T,0,1212,+",64.0," ,0,0811, ",1224.3," ,0",0,"T,0",1259.9,,1259.9,0,0,0,39,0,0,0,263,0,77,0,-5.6,"0,0128, ",38.3,"0,0624, ",-0.6,"0,1202",-4.4,"0,1213",-4.4,"0,1213",,,,,-1.1,"0,0317",-2.2,"0,0214",-4.4,"0,0207",,,,,1104.5,5,1104.5,0,18.72,0,24.66,0,12.78,0,185," ",49," ",37396,0,3.5,X,30," ",,,,,,,,,,,,,,,,,,,,,176687,X,220,X,,,,,90,X,,,13.0,X,,,,,20.0,X,,
USW00003822,1989,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",118,0,66,0,11,0,5,,2,0,102," ,0,1224, ",81," ,0,1223, ",143.8," ,0,0921, ",1191.3," ,0",117," ,0",1425.3,,1425.3,0,0,0,21,0,1,0,274,0,80,0,-8.9,"0,1224, ",36.7,"0,0806,+",-1.1,"0,1130",-3.3,"0,1204",-5.6,"0,1222",-7.8,"0,1223",-8.9,"0,1224",0.0,"0,0226",-5.6,"0,0225",-5.6,"0,0225",,,,,866.1,1,866.1,0,19.45,0,25.23,0,13.68,0,210," ",63," ",37074,0,3.6,X,42," ",,,,,,,,,,,,,,,,,,,,,155000,X,,,,,,,315,X,,,,,,,,,25.2,X,,
USW00003822,1990,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",95,0,51,0,12,0,0,,0,0,0," ,0,1231,+",0," ,0,1231,+",144.3," ,0,1010, ",1095.0," ,0",0," ,0",1558.2,,1558.2,0,0,0,5,0,0,0,288,0,100,0,-2.8,"0,0114, ",38.9,"0,0701,+",-0.6,"0,1205",,,,,,,,,-0.6,"0,0127",-2.8,"0,0114",,,,,,,899.5,5,899.5,0,20.76,0,26.87,0,14.66,0,182," ",52," ",,,3.5,X,44," ",1954.6,0,,,,,,,,,,,15.01,0,,,27.81,0,,,185328,X,310,X,,,,,315,X,,,15.6,X,,,,,27.2,X,,
USW00003822,1991,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",118,0,73,0,25,0,0,,0,0,0," ,0,1231,+",0,"T,0,0215, ",86.4," ,0,0419, ",1738.6," ,0",0,"T,0",1522.8,,1522.8,0,0,0,13,0,0,0,280,0,80,0,-6.1,"0,0216, ",36.7,"0,0805,+",-1.1,"0,1125",-2.2,"0,1126",,,,,,,0.0,"0,0311",-2.2,"0,0217",-6.1,"0,0216",,,,,733.8,8,733.8,0,20.24,0,25.58,0,14.9,0,189," ",76," ",41096,0,3.6,X,28," ",1582.1,0,,,,,,,,,,,14.63,0,,,26.61,0,,,166952,X,250,X,,,,,315,X,,,17.9,X,,,,,29.3,X,,
USW00003822,1992,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",110,0,76,0,17,0,0,,0,0,0," ,0,1231,+",0," ,0,1231,+",97.0," ,0,0625, ",1482.9," ,0",0," ,0",1325.9,,1325.9,0,0,0,9,0,0,0,249,0,66,0,-3.9,"0,0117, ",37.8,"0,0710, ",0.0,"0,1203",,,,,,,,,-2.2,"0,0209",-2.2,"0,0209",,,,,,,952.8,8,952.8,0,19.3,0,24.69,0,13.9,0,183," ",70," ",41161,0,3.6,X,35," ",,,,,,,,,,,,,13.39,0,,,25.41,0,,,165101,X,270,X,,,,,,,,,15.6,X,,,,,,,,
USW00003822,1993,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",100,0,69,0,13,0,0,,0,0,0," ,0,1231,+",5," ,0,0313, ",91.4," ,0,0907, ",1220.7," ,0",5," ,0",1483.3,,1483.3,0,0,0,13,0,0,0,242,0,98,0,-3.9,"0,1231,+",39.4,"0,0729, ",0.0,"0,1101",-2.8,"0,1212",,,,,,,-3.9,"0,0315",-3.9,"0,0315",,,,,,,986.2,2,986.2,0,19.54,0,25.12,0,13.96,0,174," ",64," ",41278,0,3.7,X,29," ",,,,,,,,,,,,,12.99,0,,,25.09,0,,,174165,X,300,X,,,,,270,X,,,18.3,X,,,,,30.3,X,,
USW00003822,1994,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",116,0,85,0,19,0,0,,0,0,0," ,0,1231,+",0,"T,0,0202, ",180.6," ,0,1002, ",1764.8," ,0",0,"T,0",1394.5,,1394.5,0,0,0,15,0,0,0,277,0,69,0,-6.1,"0,0119, ",36.1,"0,0830, ",,,,,,,,,,,-1.7,"0,0204",-2.8,"0,0203",-4.4,"0,0122",,,,,935.3,3,935.3,0,19.97,0,25.39,0,14.55,0,172," ",82," ",41202,0,3.5,X,25," ",,,,,,,,,,,,,,,,,,,,,156024,X,280,X,,,,,270,X,,,14.3,X,,,,,26.7,X,,
USW00003822,1995,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",113,0,79,0,13,0,0,,0,0,0," ,0,1231,+",0,"T,0,0207, ",146.1," ,0,0825, ",1298.7," ,0",0,"T,0",1510.0,,1510.0,0,0,0,20,0,0,0,265,0,77,0,-6.7,"0,0209, ",37.8,"0,0818,+",-1.1,"0,1210",-3.9,"0,1211",,,,,,,-6.7,"0,0209",-6.7,"0,0209",-6.7,"0,0209",-6.7,"0,0209",,,787.7,7,787.7,0,19.71,0,25.19,0,14.23,0,170," ",61," ",,,3.2,X,28," ",,,,,,,,,,,,,,,,,,,,,,,290,X,,,,,315,X,,,17.9,X,,,,,29.8,X,,
USW00003822,1996,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",98,0,63,0,11,0,0,,0,Z,0," ,Z,1231,+",5," ,Z,0204, ",73.4," ,0,0705, ",918.9," ,0",5," ,Z",1272.3,,1272.3,0,0,0,31,0,0,0,266,0,62,0,-7.8,"0,0205, ",37.8,"0,0702, ",0.0,"0,1110",-2.8,"0,1210",-5.0,"0,1220",,,,,-0.6,"0,0310",-4.4,"0,0309",-4.4,"0,0309",-7.8,"0,0205",,,1123.4,4,1123.4,0,18.87,0,24.98,0,12.75,0,216," ",61," ",,,,,33," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003822,1997,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",125,0,85,0,16,0,0,,0,Z,0," ,Z,1231,+",0,"T,Z,1230,+",74.9," ,0,0816, ",1415.7," ,0",0,"T,Z",1149.3,,1149.3,0,0,0,20,0,0,0,253,0,52,0,-5.6,"0,0119, ",37.2,"0,0704, ",-1.1,"0,1117",-2.2,"0,1207",,,,,,,-0.6,"0,0217",-2.2,"0,0212",-5.6,"0,0119",,,,,942.1,1,942.1,0,18.69,0,24.42,0,12.95,0,255," ",52," ",,,2.7,X,33," ",,,,,,,,,,,,,,,,,,,,,,,,,40,X,60,X,,,,,,,20.1,X,24.1,X,,,,
USW00003822,1998,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",113,0,68,0,20,0,0,,0,Z,0," ,Z,1231,+",0,"T,Z,0423,+",65.8," ,0,0123, ",1257.2," ,0",0,"T,Z",1466.7,,1466.7,0,0,0,11,0,0,0,274,0,84,0,-4.4,"0,0313, ",38.9,"0,0630,+",-3.3,"0,1218",-3.3,"0,1218",,,,,,,-1.1,"0,0314",-4.4,"0,0313",-4.4,"0,0313",,,,,1050.2,2,1050.2,0,19.99,0,25.79,0,14.2,0,252," ",56," ",,,2.6,X,38," ",,,,,,,,,,,,,,,,,,,,,,,,,50,X,60,X,,,,,,,19.2,X,25.0,X,,,,
USW00003822,1999,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",101,0,72,0,16,0,0,,0,Z,0," ,Z,1231,+",0,"T,Z,0820, ",167.6," ,0,0629, ",1239.7," ,0",0,"T,Z",1305.8,,1305.8,0,0,0,28,0,0,0,277,0,68,0,-8.3,"0,0106, ",38.9,"0,0801, ",0.0,"0,1104",-2.8,"0,1201",-5.0,"0,1202",,,,,-1.1,"0,0305",-2.2,"0,0225",-4.4,"0,0111",-8.3,"0,0106",,,855.2,2,855.2,0,19.21,0,25.59,0,12.82,0,225," ",43," ",,,2.7,X,35," ",,,,,,,,,,,,,,,,,,,,,,,,,10,X,360,X,,,,,,,17.9,X,23.7,X,,,,
USW00003822,2000,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",97,0,64,0,7,0,0,,0,Z,0," ,Z,1231,+",0,"T,Z,1228,+",69.6," ,0,0904, ",951.3," ,0",0,"T,Z",1250.1,,1250.1,0,0,0,42,0,0,0,269,0,84,0,-7.2,"0,1221, ",40.0,"0,0720, ",-2.2,"0,1121",-2.2,"0,1121",-5.0,"0,1122",-7.2,"0,1221",,,0.0,"0,0222",-3.9,"0,0207",-5.6,"0,0206",-6.7,"0,0127",,,996.1,1,996.1,0,18.46,0,24.98,0,11.95,0,201," ",50," ",,,2.5,X,26," ",,,,,,,,,,,,,,,,,,,,,,,,,350,X,350,X,,,,,,,16.1,X,19.7,X,,,,
USW00003822,2001,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",105,0,66,0,6,0,0,,0,Z,0," ,Z,1231,+",0,"T,Z,0109, ",53.8," ,0,0831, ",804.2," ,0",0,"T,Z",1240.8,,1240.8,0,0,0,28,0,0,0,281,0,59,0,-8.3,"0,0104, ",35.6,"0,0817, ",-2.2,"0,1221",-2.2,"0,1221",-4.4,"0,1227",,,,,-0.6,"0,0308",-2.8,"0,0307",-5.6,"0,0126",-8.3,"0,0104",,,1238.9,9,1238.9,0,19.11,0,25.23,0,12.99,0,217," ",53," ",,,2.5,X,32," ",,,,,,,,,,,,,,,,,,,,,,,,,160,X,160,X,,,,,,,19.2,X,25.9,X,,,,
USW00003822,2002,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",117,0,75,0,12,0,0,,0,0,0," ,0,1231,+",0,"T,0,0103, ",102.6," ,0,0607, ",1205.3," ,0",0,"T,0",1472.1,,1472.1,0,0,0,32,0,0,0,258,0,76,0,-7.2,"0,0105, ",38.3,"0,0602, ",-0.6,"0,1123",-2.2,"0,1129",,,,,,,0.0,"0,0323",-2.2,"0,0306",-5.0,"0,0301",-6.7,"0,0228",,,868.5,5,868.5,0,19.53,0,25.32,0,13.74,0,210," ",45," ",,,2.6,X,27," ",,,,,,,,,,,,,,,,,,,,,,,,,60,X,130,X,,,,,,,14.3,X,20.1,X,,,,
USW00003822,2003,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",134,0,76,0,11,0,0,,0,0,0,"T,0,0123, ",0,"T,0,0123, ",77.0," ,0,0407, ",1212.7," ,0",0,"T,0",1331.0,,1331.0,0,0,0,31,0,0,0,266,0,57,0,-8.3,"0,0124, ",35.6,"0,0709,+",0.0,"0,1129",-2.2,"0,1130",-4.4,"0,1221",,,,,0.0,"0,0219",-3.9,"0,0128",-7.2,"0,0125",-7.2,"0,0125",,,1101.9,9,1101.9,0,19.1,0,24.8,0,13.4,0,238," ",63," ",,,2.5,X,33," ",,,,,,,,,,,,,,,,,,,,,,,,,330,X,300,X,,,,,,,14.3,X,17.9,X,,,,
USW00003822,2004,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",112,0,63,0,9,0,0,,0,0,0," ,0,1231,+",0,"T,0,1226, ",63.2," ,0,0412, ",945.6," ,0",0,"T,0",1348.7,,1348.7,0,0,0,27,0,0,0,260,0,61,0,-4.4,"0,1221,+",36.7,"0,0612, ",-2.8,"0,1215",-2.8,"0,1215",-4.4,"0,1221",,,,,0.0,"0,0311",-4.4,"0,0129",-4.4,"0,0129",,,,,1073.8,8,1073.8,0,19.02,0,24.68,0,13.36,0,202," ",57," ",,,2.8,X,24," ",,,,,,,,,,,,,,,,,,,,,,,,,280,X,240,X,,,,,,,15.6,X,23.2,X,,,,
USW00003822,2005,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",117,0,70,0,14,0,0,,0,0,0," ,0,1231,+",0," ,0,1231,+",79.8," ,0,1005, ",1170.2," ,0",0," ,0",1293.6,,1293.6,0,0,0,18,0,0,0,253,0,70,0,-6.1,"0,0124, ",37.2,"0,0727, ",-1.1,"0,1203",-3.3,"0,1222",-5.6,"0,1223",,,,,-1.1,"0,0304",-2.2,"0,0219",-6.1,"0,0124",,,,,1052.7,7,1052.7,0,18.84,0,24.65,0,13.02,0,222," ",57," ",,,2.9,X,28," ",,,26.7,"Z,5,2",28.3,"Z,5,2",6.1,"Z,5,2",8.9,"Z,5,2",18.6,"Z,5,2",,,21.0,"Z,5,2",,,,,,,,,320,X,290,X,,,,,,,17.0,X,21.9,X,,,,
USW00003822,2006,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",97,0,59,0,11,0,0,,0,0,0," ,0,1231,+",0,"T,0,1121,+",83.3," ,0,0613, ",876.0," ,0",0,"T,0",1282.4,,1282.4,0,0,0,23,0,0,0,271,0,81,0,-6.1,"0,1209, ",37.8,"0,0715, ",-2.2,"0,1205",-2.2,"0,1205",-5.0,"0,1208",,,,,-1.1,"0,0327",-3.3,"0,0214",,,,,,,1034.1,1,1034.1,0,19.18,0,25.61,0,12.75,0,244," ",40," ",10659,Z,2.8,W,33," ",,,27.8,"Z,5,2",30.6,"Z,5,2",7.2,"Z,5,2",10.0,"Z,5,2",19.0,"Z,5,2",,,21.4,"Z,5,2",,,,,,,,,360,X,260,X,,,,,,,15.6,X,20.6,X,,,,
USW00003822,2007,32.13133,-81.2023,8.7,"SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US",96,0,65,0,14,0,0,,0,0,0," ,0,1231,+",0," ,0,1231,+",180.8," ,0,1221, ",1268.7," ,0",0," ,0",1376.0,,1376.0,0,0,0,21,0,0,0,279,0,67,0,-5.0,"0,0217, ",37.2,"0,0809, ",-1.1,"0,1117",-3.3,"0,1218",,,,,,,-0.6,"0,0409",-2.2,"0,0408",-5.0,"0,0217",,,,,956.4,4,956.4,0,19.6,0,25.62,0,13.57,0,235," ",45," ",,,2.8,W,35," ",,,27.8,"Z,5,2",29.4,"Z,5,2",7.8,"Z,5,2",10.0,"Z,5,2",19.1,"Z,5,2",,,21.1,"Z,5,2",,,,,,,,,320,X,270,X,,,,,,,15.6,X,20.1,X,,,,
